S05c_025,S05c_026,S05c_027,S05c_028,S05c_029,S05c_030,S05c_031,S05c_032,S05c_033,S05c_034,S05c_035,S05c_036,S05c_037,S05c_038,S05c_039,S05c_040,S05c_041,S05c_042,S05c_043,S05c_044,S05c_045,S05c_046,S05c_047,S05c_048,S05c_049,S05c_050,S05c_051,S05c_052,S05c_053,S05c_054,S05c_055,S05c_056,S05c_057,longitude,latitude
2008,4461,下山口,0,134,0,0,70,0,0,0,320,4208,0,0,0,0,4732,0,134,0,0,70,0,0,0,320,3861,0,0,0,0,4385,139.44084,35.77928
2008,4711,鷹の台,41,0,0,0,0,0,0,0,2299,11066,0,0,0,0,13406,102,0,0,0,0,0,0,0,2248,11166,0,0,0,0,13516,139.46099,35.72258
2008,4712,恋ヶ窪,76,39,0,0,0,0,0,0,830,4526,0,0,0,0,5471,34,39,0,0,0,0,0,0,834,4192,0,0,0,0,5099,139.4642,35.71096
2008,4531,遊園地西,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.44037,35.76876
2008,4509,下井草,207,0,0,0,0,64,0,0,593,9776,0,0,0,0,10640,207,53,0,0,34,0,0,115,511,10170,0,0,0,0,11090,139.62538,35.72379
2008,4502,下落合,0,0,0,0,0,0,0,0,174,8190,0,0,0,0,8364,0,0,0,0,0,0,0,65,0,7834,0,0,0,0,7899,139.69586,35.71573
2008,4506,野方,448,0,0,0,0,0,0,37,696,7021,0,0,0,0,8202,539,0,0,0,0,50,0,104,641,7143,0,0,0,0,8477,139.65415,35.71939
2008,4508,鷺ノ宮,1152,0,0,63,0,0,0,0,1691,12047,0,0,0,0,14953,1136,0,0,0,0,63,0,36,1498,10546,0,0,0,0,13279,139.64064,35.72261
2008,4511,上井草,344,44,50,0,0,0,0,0,693,7614,0,0,0,0,8745,550,0,0,0,0,46,0,0,643,7019,0,0,0,0,8258,139.60369,35.72521
2008,4507,都立家政,0,0,0,0,0,0,0,0,272,5880,0,0,0,0,6152,0,0,0,0,0,0,0,0,219,6238,0,0,0,0,6457,139.64604,35.72202
2008,4504,新井薬師前,391,0,0,104,0,0,0,0,100,9797,0,0,0,0,10392,315,0,0,0,0,144,0,0,100,8953,0,0,0,0,9512,139.67342,35.71555
2008,4510,井荻,56,0,0,0,0,0,0,0,874,9380,0,0,0,0,10310,144,0,0,0,0,0,0,0,874,8538,0,0,0,0,9556,139.61658,35.72462
2008,4512,上石神井,1962,80,0,0,0,0,0,0,2162,17003,0,0,81,0,21288,1982,48,0,0,0,0,0,0,1873,16565,0,0,0,0,20468,139.593,35.72611
2008,4505,沼袋,225,0,0,0,0,0,0,0,430,8232,0,0,0,0,8887,0,0,0,0,0,0,0,0,390,8832,0,0,0,0,9222,139.66561,35.71906
2008,4501,西武新宿,578,0,0,0,69,124,0,0,481,28807,0,0,0,0,30059,720,71,0,0,49,325,0,0,481,25579,0,0,0,0,27225,139.70004,35.6953
2008,4524,狭山市,6036,1425,311,0,1207,96,92,436,3817,8637,0,0,58,465,22580,6300,944,208,37,1103,318,92,436,3617,9596,0,0,58,91,22800,139.41365,35.858
2008,4523,入曽,187,454,227,0,296,159,157,77,4182,6007,0,0,0,66,11812,109,456,138,0,257,175,157,77,4125,6123,0,0,0,0,11617,139.42779,35.83185
2008,4526,南大塚,0,309,185,0,230,0,0,0,1857,6294,0,0,0,66,8941,0,0,185,0,235,209,0,0,1780,6698,0,0,0,0,9107,139.45465,35.89004
2008,4521,航空公園,2912,417,0,41,931,170,97,0,1146,11303,0,0,0,46,17063,3046,289,0,0,931,195,97,0,1249,10452,0,0,0,0,16259,139.46627,35.79774
2008,4527,本川越,1201,198,0,0,765,42,93,152,3250,9429,0,0,33,193,15356,1548,0,0,0,910,42,0,152,3157,9362,0,0,0,0,15171,139.48189,35.9153
2008,4525,新狭山,651,552,0,123,313,0,0,53,1638,7056,0,0,0,66,10452,544,226,103,123,220,0,0,53,1681,6915,0,0,0,0,9865,139.43434,35.87458
2008,4522,新所沢,2178,1078,53,0,144,83,0,98,3648,16817,0,0,0,61,24160,2539,626,0,0,89,157,0,98,3428,16881,0,0,0,0,23818,139.45808,35.80499
2008,4519,久米川,1226,177,84,0,0,43,0,0,2382,11285,0,0,0,0,15197,1319,126,0,0,152,43,0,0,2324,11652,0,0,0,0,15616,139.4733,35.74902
2008,4513,武蔵関,409,88,0,0,0,0,0,0,1357,11886,0,0,0,0,13740,619,88,0,0,0,0,0,55,1193,11645,0,0,0,0,13600,139.57721,35.72754
2008,4516,田無,3131,250,40,0,111,132,65,99,6761,23779,0,0,0,43,34411,3007,207,40,0,117,281,0,99,6354,24379,0,0,0,43,34527,139.53987,35.72729
2008,4517,花小金井,4348,344,52,0,192,155,0,36,4666,11502,0,0,0,0,21295,4381,152,93,0,61,238,0,36,4346,11914,0,0,0,39,21260,139.51394,35.72588
2008,4515,西武柳沢,1280,0,0,0,0,0,0,0,2068,7119,0,0,0,91,10558,1116,0,0,0,66,0,0,0,1897,6596,0,0,0,0,9675,139.55294,35.72863
2008,4514,東伏見,231,107,0,0,0,27,0,0,1191,7696,0,0,0,0,9252,191,0,0,0,0,27,0,0,1127,7815,0,0,0,0,9160,139.56435,35.72868
2008,4541,西武園,0,0,0,0,30,0,0,0,84,1910,0,0,0,0,2024,0,0,0,0,60,0,0,0,182,1607,0,0,0,0,1849,139.44845,35.76791
2008,4433,横瀬,0,409,301,0,61,0,0,126,0,140,0,0,0,0,1037,0,275,301,0,115,0,0,126,67,206,0,0,0,0,1090,139.09876,35.98387
2008,4434,西武秩父,0,878,60,0,177,270,0,0,188,534,0,0,0,0,2107,65,882,60,0,177,40,0,0,208,580,0,0,0,0,2012,139.08262,35.98896
2008,4430,西吾野,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.20252,35.92757
2008,4432,芦ヶ久保,0,0,0,0,0,0,0,0,0,326,0,0,0,0,326,0,0,0,0,0,0,0,0,0,326,0,0,0,0,326,139.13498,35.97628
2008,4431,正丸,0,229,0,0,0,0,0,0,0,215,0,0,0,0,444,93,136,0,0,0,0,0,0,0,215,0,0,0,0,444,139.18085,35.9386
2008,4452,新桜台,66,0,0,0,0,0,0,0,0,4330,0,0,0,0,4396,41,0,0,0,0,0,0,0,0,4536,0,0,0,0,4577,139.66964,35.74167
2008,4703,八坂,0,0,0,0,0,0,0,0,628,2218,0,0,0,0,2846,0,0,0,0,0,0,0,0,548,2476,0,0,0,0,3024,139.46844,35.74459
2008,4701,一橋学園,230,0,0,0,0,0,0,0,911,8151,0,0,0,0,9292,80,0,0,0,0,0,0,0,926,8409,0,0,0,0,9415,139.4801,35.7217
2008,4704,武蔵大和,118,230,0,0,0,0,0,38,1888,2499,0,0,0,0,4773,63,187,0,0,0,0,0,38,1831,2587,0,0,0,0,4706,139.44427,35.75607
2008,4702,青梅街道,0,0,0,0,0,0,0,0,192,1984,0,0,0,0,2176,0,0,0,0,0,0,0,0,204,2059,0,0,0,0,2263,139.47654,35.73064
2008,4801,新小金井,26,0,0,0,0,0,0,0,179,1615,0,0,0,0,1820,26,38,0,0,0,0,0,0,179,1671,0,0,0,0,1914,139.52711,35.69623
2008,4802,多磨,0,0,0,0,0,0,0,0,455,6085,0,0,0,0,6540,0,0,0,0,0,0,0,0,448,6371,0,0,0,0,6819,139.51738,35.67731
2008,4803,白糸台,40,0,0,0,0,0,0,0,554,1167,0,0,0,0,1761,40,0,0,0,0,0,0,0,554,1291,0,0,0,0,1885,139.50875,35.66579
2008,4805,是政,0,0,0,0,0,0,0,0,232,2214,0,0,0,0,2446,0,0,0,0,0,0,0,0,184,2078,0,0,0,0,2262,139.48921,35.65616
2008,4409,石神井公園,3188,261,0,0,78,0,0,144,6772,19449,0,0,0,0,29892,2717,52,0,0,78,211,0,144,6278,19799,0,0,0,61,29340,139.6055,35.74389
2008,4403,江古田,260,0,0,0,0,0,0,115,290,16355,0,0,0,0,17020,488,0,0,0,0,0,0,115,301,16227,0,0,0,0,17131,139.67355,35.73723
2008,4407,富士見台,0,32,0,0,0,0,0,0,1102,10819,0,0,0,0,11953,0,0,0,0,0,0,0,0,1006,10494,0,0,0,0,11500,139.63063,35.73593
2008,4406,中村橋,599,0,0,0,42,0,0,33,1074,12265,0,0,0,49,14062,611,0,0,0,42,0,0,33,950,12125,0,0,0,0,13761,139.63801,35.73677
2008,4402,東長崎,26,0,0,0,0,0,0,0,1050,11408,0,0,0,42,12526,26,0,0,0,0,0,0,0,893,11203,0,0,0,0,12122,139.68383,35.72947
2008,4408,練馬高野台,192,159,0,0,100,0,0,0,1174,11844,0,0,0,52,13521,241,97,0,0,61,62,0,0,1035,11367,0,0,0,0,12863,139.61599,35.74107
2008,4401,椎名町,0,0,0,0,0,0,0,0,257,7607,0,0,0,0,7864,0,0,0,0,0,0,0,0,295,6962,0,0,0,0,7257,139.69494,35.72637
2008,4410,大泉学園,9530,674,119,0,42,142,53,100,8327,24021,0,0,78,0,43086,8985,574,160,63,37,457,53,34,7520,24133,0,0,78,0,42094,139.58598,35.74965
2008,4418,小手指,3074,984,74,0,1443,0,81,145,2997,14267,0,0,0,183,23248,2940,736,74,55,1445,496,81,145,2812,14361,0,0,0,39,23184,139.43903,35.80013
2008,4428,東吾野,0,0,188,0,0,0,0,0,0,815,0,0,0,0,1003,0,0,188,0,0,0,0,0,0,815,0,0,0,0,1003,139.26053,35.89205
2008,4424,元加治,121,63,0,0,685,0,0,0,402,2240,0,0,0,0,3511,78,0,0,0,785,0,0,0,402,2165,0,0,0,0,3430,139.34621,35.84025
2008,4414,清瀬,7027,1121,113,0,103,189,98,464,6558,16998,0,0,84,0,32755,6595,895,37,0,30,473,98,464,6243,17828,0,0,0,0,32663,139.52102,35.77166
2008,4423,仏子,283,1010,0,0,189,134,0,185,437,4836,0,0,0,0,7074,446,829,104,0,80,143,0,185,280,5220,0,0,0,0,7287,139.36093,35.83769
2008,4419,狭山ヶ丘,217,456,180,0,91,0,0,64,3151,9203,0,0,0,0,13362,206,264,58,0,91,311,0,64,3081,9146,0,0,0,0,13221,139.41775,35.81001
2008,4425,飯能,3505,1871,563,0,874,123,97,407,1845,7346,0,0,0,0,16631,3548,1539,421,0,1067,642,0,366,1757,7388,0,0,66,0,16794,139.32013,35.85071
2008,4415,秋津,103,324,0,0,36,0,98,100,3187,9744,0,0,26,0,13618,343,249,0,0,36,0,98,54,3329,9720,0,0,42,0,13871,139.49787,35.77818
2008,4413,東久留米,4593,576,183,40,80,153,40,265,5976,14578,0,0,0,47,26531,4403,666,138,40,50,304,40,259,5658,14944,0,0,0,30,26532,139.53424,35.75994
2008,4427,武蔵横手,0,0,0,0,0,0,0,0,0,300,0,0,0,0,300,0,0,0,0,0,0,0,0,0,300,0,0,0,0,300,139.28121,35.88476
2008,4420,武蔵藤沢,1221,1066,76,0,93,155,0,279,2397,5741,0,0,0,80,11108,1259,1112,248,0,0,219,0,279,2397,5618,0,0,0,0,11132,139.41296,35.8199
2008,4426,高麗,41,49,0,0,0,0,0,0,222,2291,0,0,0,50,2653,41,97,0,0,0,0,0,0,222,2185,0,0,0,0,2545,139.30516,35.88172
2008,4421,稲荷山公園,301,166,0,0,549,53,0,0,521,3259,0,0,0,0,4849,301,166,0,0,403,96,0,0,521,2924,0,0,0,0,4411,139.40047,35.84431
2008,4422,入間市,2653,723,91,0,924,196,92,190,2359,10647,0,0,0,0,17875,3289,791,0,0,879,309,92,190,2359,10753,0,0,0,0,18662,139.39097,35.84375
2008,4412,ひばりヶ丘,5647,821,51,0,62,0,0,69,7093,20084,0,0,0,0,33827,6373,323,0,0,0,133,0,69,6553,21026,0,0,72,0,34549,139.54481,35.75183
2008,4411,保谷,1842,1087,156,0,27,44,30,279,6809,15934,0,0,32,0,26240,1550,603,213,0,86,175,30,237,6351,16008,0,0,0,0,25253,139.56712,35.74814
2008,4603,東大和市,1010,181,0,0,0,48,0,0,3128,7003,0,0,0,36,11406,805,195,0,0,0,77,0,0,3007,6931,0,0,0,49,11064,139.43496,35.73323
2008,4606,西武立川,137,198,0,0,91,0,0,0,1494,2781,0,0,0,0,4701,91,158,0,0,47,0,0,60,1519,2643,0,0,0,0,4518,139.37021,35.72625
2008,4605,武蔵砂川,127,354,0,0,23,0,0,0,1705,3228,0,0,0,0,5437,94,369,0,0,23,54,0,0,1718,3000,0,0,0,0,5258,139.39298,35.7289
2008,9214,葭川公園,37,0,0,0,0,0,0,0,0,1124,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,1096,0,0,0,0,1096,140.12007,35.60918
2008,9211,千城台北,0,193,0,0,0,0,0,0,397,740,0,0,0,0,1330,0,89,0,0,0,0,0,0,397,867,0,0,0,0,1353,140.18238,35.6274
2008,9208,みつわ台,41,0,0,0,0,0,0,0,374,1994,0,0,0,0,2409,85,0,0,0,0,0,0,0,459,1952,0,0,0,0,2496,140.13521,35.63849
2008,9204,天台,0,48,0,0,0,0,0,0,119,1931,0,0,0,0,2098,0,48,0,0,0,0,0,0,119,2164,0,0,0,0,2331,140.11293,35.63113
2008,9202,千葉公園,0,0,0,0,0,0,0,0,58,805,0,0,0,0,863,0,0,0,0,0,0,0,0,58,917,0,0,0,0,975,140.1181,35.61937
2008,9210,小倉台,0,53,0,0,0,0,0,0,286,1084,0,0,0,0,1423,0,0,0,0,0,0,0,27,286,1187,0,0,0,0,1500,140.17222,35.62798
2008,9206,スポーツセンター,418,52,0,0,72,0,0,49,339,1393,0,0,0,0,2323,365,52,39,0,99,0,0,49,372,1521,0,0,0,0,2497,140.11609,35.64305
2008,9207,動物公園,0,0,0,0,0,0,0,0,43,969,0,0,0,0,1012,0,42,0,0,0,0,0,0,0,894,0,0,0,0,936,140.12587,35.6425
2008,9212,千城台,772,327,0,0,0,0,0,0,886,2741,0,0,0,0,4726,919,202,0,0,0,0,0,0,668,2678,0,0,0,0,4467,140.18884,35.62212
2008,9203,作草部,58,0,0,0,0,0,0,0,289,1505,0,0,0,0,1852,0,0,0,0,0,0,0,0,311,1880,0,0,0,0,2191,140.11551,35.62546
2008,5721,南万騎が原,111,96,0,0,0,0,0,38,92,7074,0,0,0,0,7411,58,26,0,0,0,0,0,104,92,6663,0,0,0,0,6943,139.5264,35.4522
2008,5724,いずみ野,832,516,88,0,26,0,0,189,494,6877,0,0,0,0,9022,904,302,63,0,26,35,0,189,506,6914,0,0,0,0,8939,139.49405,35.42971
2008,5723,弥生台,901,656,39,0,0,0,0,102,350,7210,0,0,0,0,9258,842,417,110,0,0,129,25,66,353,7149,0,0,0,0,9091,139.50586,35.42975
2008,5722,緑園都市,535,268,0,0,0,0,0,329,409,10886,0,0,0,0,12427,777,253,72,0,0,89,0,303,439,11106,0,0,0,0,13039,139.52153,35.43881
2008,5726,ゆめが丘,0,195,31,0,0,0,40,69,78,644,0,0,0,0,1057,0,162,31,0,0,0,40,69,78,758,0,0,0,0,1138,139.48192,35.40516
2008,5725,いずみ中央,211,59,0,0,0,0,0,255,455,7802,0,0,0,0,8782,71,56,0,0,0,0,0,255,345,7574,0,0,0,0,8301,139.48707,35.41438
2008,5702,西横浜,883,0,0,0,0,0,0,32,183,5786,0,0,0,0,6884,784,72,0,0,0,0,0,32,184,5400,0,0,0,0,6472,139.60835,35.45325
2008,5703,天王町,0,0,0,0,0,0,0,75,161,13061,0,0,0,57,13354,0,0,0,0,0,0,0,37,197,13358,0,0,0,91,13683,139.60185,35.45424
2008,5705,和田町,1224,41,29,0,0,0,0,99,0,6970,0,0,0,28,8391,1814,48,29,0,0,280,0,99,60,6716,0,0,0,28,9074,139.58594,35.46392
2008,5701,平沼橋,0,0,41,0,0,0,0,0,100,4745,0,0,0,0,4886,0,0,41,0,0,0,0,0,100,4972,0,0,0,0,5113,139.61615,35.4595
2008,5706,上星川,870,345,0,0,0,187,46,164,250,9119,0,0,0,0,10981,1093,319,0,0,0,26,74,136,167,8894,0,0,0,0,10709,139.57977,35.46785
2008,5711,三ツ境,6731,1412,183,0,234,0,103,616,2320,20243,0,0,0,24,31866,6417,731,38,0,204,195,103,663,2217,20912,0,0,0,24,31504,139.50155,35.46818
2008,5713,相模大塚,278,415,0,0,0,0,0,108,335,5543,0,0,0,0,6679,376,282,90,0,0,0,0,108,436,5051,0,0,0,0,6343,139.44055,35.47065
2008,5708,鶴ヶ峰,7269,560,27,0,114,0,180,1147,1330,19292,0,0,0,0,29919,6688,358,73,0,126,332,136,1067,1258,19448,0,0,0,0,29486,139.54941,35.47493
2008,5707,西谷,799,254,41,0,46,47,93,390,246,9835,0,0,23,0,11774,956,264,24,0,46,176,93,333,264,8737,0,0,0,0,10893,139.56428,35.47805
2008,5712,瀬谷,1639,599,52,0,195,35,185,277,3115,14841,0,0,0,24,20962,1434,442,0,0,233,208,185,289,3099,15086,0,0,0,24,21000,139.48215,35.47037
2008,5715,かしわ台,59,631,157,0,80,43,0,190,557,10356,0,0,0,42,12115,41,530,157,89,80,0,0,190,557,10522,0,0,0,0,12166,139.41483,35.46646
2008,5710,希望ヶ丘,321,737,61,0,44,27,0,283,829,16001,0,0,0,0,18303,538,556,35,0,198,27,0,157,820,15734,0,0,0,36,18101,139.51255,35.46077
2008,5714,さがみ野,1012,491,155,0,153,96,81,361,3110,12453,0,0,0,0,17912,1236,425,155,0,123,0,0,253,3005,12953,0,0,0,0,18150,139.4279,35.47153
2008,6301,幸谷,0,0,0,0,0,0,0,0,0,769,0,0,0,0,769,0,0,0,0,0,0,0,0,0,925,0,0,0,0,925,139.92012,35.82741
2008,6303,鰭ヶ崎,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,1013,0,0,0,0,0,0,0,0,0,986,0,0,0,0,986,139.91138,35.84073
2008,6305,流山,100,85,27,0,102,0,0,0,389,1911,0,0,0,0,2614,70,106,27,0,36,30,0,0,389,1867,0,0,0,0,2525,139.90176,35.85522
2008,6302,小金城趾,0,0,0,0,0,0,0,46,59,691,0,0,0,0,796,0,0,0,0,0,0,0,46,59,616,0,0,0,0,721,139.91656,35.83627
2008,8806,立川北,182,0,0,0,0,0,0,0,301,4221,0,0,0,0,4704,147,0,0,0,0,44,0,0,188,4956,0,0,0,0,5335,139.41264,35.69908
2008,8822,松が谷,0,38,0,0,0,0,0,0,72,1473,0,0,0,0,1583,0,0,0,0,0,0,0,0,72,1490,0,0,0,0,1562,139.42215,35.63147
2008,8825,程久保,0,63,0,0,37,0,0,0,0,1013,0,0,0,0,1113,0,63,0,0,37,0,0,0,0,1027,0,0,0,0,1127,139.41057,35.65492
2008,8812,桜街道,0,30,42,0,0,0,0,0,730,2390,0,0,0,0,3192,0,43,0,0,0,0,0,0,736,2479,0,0,0,0,3258,139.41661,35.73875
2008,8809,泉体育館,0,30,0,0,0,32,0,0,162,1743,0,0,0,0,1967,40,30,0,0,0,0,0,0,162,2041,0,0,0,0,2273,139.41972,35.71856
2008,8821,多摩センター,3863,623,0,0,1229,101,203,449,1155,14305,0,0,0,40,21968,4080,515,0,0,1190,202,203,330,1133,14300,0,0,34,0,21987,139.42267,35.62352
2008,8813,上北台,452,215,26,0,40,0,0,43,2326,3250,0,0,0,0,6352,445,185,0,0,0,109,0,43,2289,3162,0,0,26,0,6259,139.41586,35.74549
2008,8827,甲州街道,0,29,0,0,0,0,0,79,546,3096,0,0,0,0,3750,0,0,0,0,0,0,0,79,433,2714,0,0,0,0,3226,139.40885,35.67843
2008,8808,立飛,0,0,0,0,0,0,0,0,43,1190,0,0,0,0,1233,0,0,0,0,0,0,0,0,43,1433,0,0,0,0,1476,139.41727,35.71449
2008,8829,立川南,176,0,0,0,0,0,0,63,239,3256,0,0,0,38,3772,211,0,0,0,0,0,0,0,288,3239,0,0,34,0,3772,139.41274,35.69647
2008,8810,砂川七番,0,0,0,0,0,0,0,0,161,1209,0,0,0,0,1370,0,0,0,0,0,0,0,0,161,1249,0,0,0,0,1410,139.41811,35.7231
2008,8826,万願寺,0,78,0,0,0,0,0,0,329,2751,0,0,0,0,3158,0,55,0,0,0,0,0,0,444,2569,0,0,0,0,3068,139.41962,35.67159
2008,8828,柴崎体育館,36,0,0,0,0,0,0,0,94,1471,0,0,0,0,1601,36,0,0,30,0,0,0,0,94,1295,0,0,0,0,1455,139.4094,35.69006
2008,8823,大塚・帝京大学,137,45,0,0,0,0,0,0,152,2674,0,0,0,0,3008,169,45,0,0,0,0,0,0,152,2615,0,0,0,0,2981,139.41676,35.63666
2008,6201,西羽生,0,0,0,0,22,0,0,0,0,128,0,0,0,0,150,0,0,0,0,0,0,0,0,0,184,0,0,0,0,184,139.52489,36.17666
2008,6110,樋口,0,0,118,0,0,0,0,0,0,123,0,0,0,0,241,0,0,56,0,0,0,0,0,0,144,0,0,0,0,200,139.12302,36.13132
2008,6204,東行田,0,0,0,0,0,0,0,0,110,907,0,0,0,0,1017,0,0,0,0,0,0,0,0,110,799,0,0,0,0,909,139.46863,36.1476
2008,6115,皆野,50,245,0,0,56,0,0,57,121,341,0,0,0,0,870,50,245,0,0,56,0,0,57,121,390,0,0,0,0,919,139.094,36.06813
2008,6125,三峰口,0,56,0,0,0,0,0,0,0,88,0,0,0,0,144,0,56,0,0,0,0,0,0,0,88,0,0,0,0,144,138.97732,35.96028
2008,6123,武州日野,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.02151,35.95387
2008,6109,波久礼,0,0,0,0,0,0,0,0,0,214,0,0,0,0,214,0,0,0,0,122,0,0,0,0,92,0,0,0,0,214,139.15808,36.12639
2008,6119,御花畑,65,112,0,0,0,0,0,0,67,656,0,0,0,0,900,0,112,0,0,0,0,0,0,67,624,0,0,0,0,803,139.08352,35.99202
2008,6117,大野原,0,0,0,0,74,0,0,0,66,250,0,0,0,0,390,0,65,0,0,74,0,0,0,66,215,0,0,0,0,420,139.09388,36.01836
2008,6206,持田,0,0,0,0,0,0,0,0,184,538,0,0,0,0,722,0,78,0,0,0,0,0,0,184,430,0,0,0,0,692,139.44203,36.13773
2008,6107,小前田,0,0,0,0,0,0,0,0,89,869,0,0,0,0,958,0,0,0,0,0,0,0,0,89,833,0,0,0,0,922,139.22282,36.12894
2008,6103,大麻生,0,102,0,0,0,0,0,0,66,0,0,0,0,0,168,0,102,0,0,0,0,0,0,66,0,0,0,0,0,168,139.33137,36.14458
2008,6114,親鼻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53,139.10543,36.07745
2008,6116,和銅黒谷,0,0,70,0,0,0,0,0,0,30,0,0,0,0,100,0,0,70,0,0,0,0,0,0,0,0,0,0,0,70,139.10174,36.04642
2008,6105,武川,0,177,0,0,115,0,0,0,0,274,0,0,0,0,566,0,177,0,0,115,0,0,0,0,274,0,0,0,0,566,139.28114,36.14217
2008,6205,行田市,0,90,0,0,90,0,0,0,110,594,0,0,0,0,884,0,180,0,0,0,0,0,0,110,695,0,0,0,0,985,139.45997,36.14359
2008,6203,武州荒木,0,0,0,0,0,0,0,0,110,185,0,0,0,0,295,0,0,0,0,0,0,0,0,110,185,0,0,0,0,295,139.48899,36.16269
2008,6126,ひろせ野鳥の森,0,0,0,0,0,0,0,0,92,515,0,0,0,0,607,0,0,0,0,0,0,0,0,92,599,0,0,0,0,691,139.35137,36.14608
2008,6120,影森,0,127,66,0,0,0,0,0,138,304,0,0,0,0,635,0,127,66,0,0,0,0,0,138,370,0,0,0,0,701,139.06811,35.97161
2008,6101,上熊谷,66,0,0,0,0,0,0,0,197,558,0,0,0,0,821,66,0,0,0,0,0,0,0,197,271,0,0,0,0,534,139.38137,36.14285
2008,6118,秩父,70,100,80,0,168,0,0,0,66,534,0,0,54,0,1072,70,110,80,0,168,64,0,0,66,561,0,0,54,0,1173,139.08581,35.99824
2008,6104,明戸,0,71,0,0,0,0,0,0,104,218,0,0,0,0,393,0,71,0,0,0,0,0,0,104,309,0,0,0,0,484,139.30277,36.14289
2008,6112,長瀞,0,0,107,0,56,0,0,0,0,118,0,0,0,0,281,0,0,0,0,0,0,0,0,0,107,0,0,0,0,107,139.11202,36.09594
2008,6113,上長瀞,0,0,0,0,0,0,0,0,0,118,0,0,0,0,118,0,0,0,0,0,0,0,0,0,124,0,0,0,0,124,139.11341,36.08553
2008,6121,浦山口,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.05772,35.9639
2008,6124,白久,0,0,0,0,0,0,0,0,0,121,0,0,0,0,121,0,0,0,0,0,0,0,0,0,66,0,0,0,0,66,138.9929,35.95879
2008,6111,野上,0,179,129,0,0,0,0,0,0,464,0,0,56,0,828,0,57,0,0,0,0,0,0,0,610,0,0,0,0,667,139.1109,36.11198
2008,6122,武州中川,0,0,0,0,0,0,0,0,0,311,0,0,0,0,311,0,0,0,0,0,0,0,0,0,311,0,0,0,0,311,139.03494,35.95819
2008,6406,海鹿島,0,0,0,0,0,0,0,0,90,0,0,0,0,0,90,0,0,0,0,0,0,0,0,90,78,0,0,0,0,168,140.86341,35.7218
2008,6404,笠上黒生,0,0,0,0,0,0,0,0,0,117,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.8572,35.72809
2008,6408,犬吠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55,140.86096,35.70657
2008,6409,外川,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78,140.85711,35.69903
2008,6401,仲ノ町,0,0,0,0,0,0,0,0,0,247,0,0,0,0,247,0,0,0,0,0,0,0,0,0,247,0,0,0,0,247,140.83415,35.72887
2008,6405,西海鹿島,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.86048,35.72482
2008,6402,観音,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.84027,35.72897
2008,6403,本銚子,0,0,0,0,0,0,0,0,0,181,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.84777,35.73095
2008,6407,君ヶ浜,0,117,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.86046,35.71375
2008,1906,山北,0,185,207,0,50,0,0,0,0,680,0,0,0,0,1122,0,110,88,0,50,0,0,0,0,581,0,0,0,0,829,139.079,35.36055
2008,1905,東山北,0,0,0,0,0,0,0,0,76,602,0,0,0,0,678,0,0,0,0,0,0,0,0,0,865,0,0,0,0,865,139.10733,35.35792
2008,1904,松田,83,0,0,0,24,0,0,0,0,919,0,0,0,0,1026,83,0,0,0,0,0,0,0,0,879,0,0,0,0,962,139.13852,35.34621
2008,1902,上大井,0,57,0,0,0,0,0,0,0,650,0,0,0,0,707,0,57,0,0,0,0,0,0,0,683,0,0,0,0,740,139.16253,35.32282
2008,1903,相模金子,0,42,0,0,0,0,0,0,88,748,0,0,0,0,878,0,0,0,0,0,0,0,0,88,559,0,0,0,0,647,139.14971,35.33454
2008,1901,下曽我,0,0,0,0,0,0,0,0,195,1944,0,0,0,0,2139,0,0,0,0,0,0,0,0,87,1877,0,0,0,0,1964,139.1824,35.3045
2008,1907,谷峨,0,0,0,0,0,0,0,0,0,75,0,0,0,0,75,75,0,0,0,0,0,0,0,0,75,0,0,0,0,150,139.03815,35.36694
2008,9003,大井競馬場前,111,0,0,0,217,0,0,0,150,4292,0,0,0,0,4770,73,0,0,0,178,0,0,0,150,4213,0,0,0,0,4614,139.74716,35.59451
