S05c_025,S05c_026,S05c_027,S05c_028,S05c_029,S05c_030,S05c_031,S05c_032,S05c_033,S05c_034,S05c_035,S05c_036,S05c_037,S05c_038,S05c_039,S05c_040,S05c_041,S05c_042,S05c_043,S05c_044,S05c_045,S05c_046,S05c_047,S05c_048,S05c_049,S05c_050,S05c_051,S05c_052,S05c_053,S05c_054,S05c_055,S05c_056,S05c_057,longitude,latitude
2008,2913,稲毛海岸,1153,172,0,0,71,81,0,130,4404,13094,0,0,0,0,19105,932,148,0,0,33,168,35,85,3877,13169,0,0,0,0,18447,140.07499,35.62943
2008,2912,検見川浜,809,296,0,0,70,49,0,93,3062,12958,0,0,42,0,17379,934,181,0,0,0,126,0,115,2877,13093,0,0,0,0,17326,140.06002,35.63649
2008,2909,南船橋,113,73,0,0,445,103,0,52,865,10554,0,0,0,0,12205,89,28,0,0,326,90,0,89,871,10341,0,0,0,0,11834,139.99643,35.68131
2008,2911,海浜幕張,3013,246,0,0,884,129,0,80,2800,42900,0,0,37,28,50117,2882,283,0,0,691,123,0,34,2847,43553,0,0,37,0,50450,140.04291,35.64785
2008,2908,二俣新町,0,75,0,0,253,57,0,0,1250,3591,0,0,0,0,5226,0,75,0,0,253,95,0,0,1180,3703,0,0,0,0,5306,139.9604,35.6915
2008,2905,舞浜,2350,361,0,53,3447,92,0,110,3589,35423,0,0,108,94,45627,2058,206,81,53,2875,321,0,66,3473,36984,0,0,101,0,46218,139.88473,35.63579
2008,2902,越中島,326,0,0,0,0,68,0,0,490,4501,0,0,0,0,5385,128,0,0,0,0,185,0,0,309,4595,0,0,0,0,5217,139.79331,35.66732
2008,2906,新浦安,9118,1307,43,37,1483,167,41,108,10563,25960,0,0,49,82,48958,8933,792,43,0,1229,440,41,108,9762,27525,0,0,49,38,48960,139.91336,35.65021
2008,2904,葛西臨海公園,1765,167,0,0,39,0,0,156,2549,3838,0,0,0,0,8514,1809,38,0,0,39,123,0,156,2501,3634,0,0,0,0,8300,139.86243,35.64382
2008,2903,潮見,26,0,0,0,85,0,0,0,123,9379,0,0,0,0,9613,68,0,0,0,38,0,0,0,70,9058,0,0,0,0,9234,139.81653,35.6595
2008,2104,武蔵引田,23,380,95,0,0,0,0,47,758,3180,0,0,0,0,4483,0,338,95,0,0,0,0,47,843,3226,0,0,0,0,4549,139.27072,35.72962
2008,2106,武蔵五日市,756,595,28,0,135,50,0,30,386,2123,0,0,0,0,4103,660,346,62,0,190,97,0,71,291,2146,0,0,0,0,3863,139.22876,35.73271
2008,2105,武蔵増戸,0,270,30,0,72,30,0,0,272,1414,0,0,0,0,2088,0,392,30,38,44,30,0,39,272,1344,0,0,0,0,2189,139.25704,35.73089
2008,2101,熊川,0,0,0,0,0,0,0,0,202,1546,0,0,0,0,1748,0,0,0,0,0,0,0,0,202,1656,0,0,0,0,1858,139.33609,35.72813
2008,2103,秋川,306,204,86,0,1009,0,58,0,1426,3493,0,0,0,0,6582,273,70,44,0,1068,60,58,0,1454,3657,0,0,0,0,6684,139.28745,35.72795
2008,2102,東秋留,30,112,83,0,0,0,0,0,1588,2973,0,0,0,0,4786,30,104,92,0,0,0,0,0,1464,3229,0,0,0,0,4919,139.3124,35.72594
2008,1011,籠原,879,3232,1186,40,777,444,0,246,4230,6251,0,0,0,0,17285,693,2935,1140,40,953,542,0,246,4092,6115,0,0,0,0,16756,139.332,36.17369
2008,1015,神保原,0,1303,82,0,0,0,0,178,1080,494,0,0,0,0,3137,0,970,0,0,0,0,0,65,1080,710,0,0,0,0,2825,139.14761,36.25421
2008,1012,深谷,227,1605,568,0,394,46,0,88,4634,3943,0,0,0,0,11505,227,1476,454,0,577,189,0,88,4557,4575,0,0,0,0,12143,139.28287,36.19097
2008,1014,本庄,259,1633,594,0,919,73,0,281,3233,3854,0,0,0,0,10846,342,1739,678,0,1104,119,0,281,3145,3747,0,0,0,0,11155,139.18975,36.23558
2008,1013,岡部,0,713,280,0,149,0,0,0,313,2070,0,0,0,0,3525,0,568,242,0,398,0,0,0,183,1633,0,0,0,0,3024,139.23926,36.20496
2008,1003,上尾,7923,1638,369,0,1901,369,47,295,10199,18835,0,0,176,237,41989,7904,1625,315,0,2014,430,0,295,9843,19384,0,0,76,195,42081,139.58781,35.97419
2008,1002,宮原,1761,1011,81,0,520,0,0,128,4229,14548,0,0,0,0,22278,2055,474,32,0,615,304,0,128,4203,14364,0,0,0,0,22175,139.60931,35.94168
2008,1004,北上尾,85,812,362,0,43,0,109,87,4869,9060,0,0,0,0,15427,85,675,151,0,43,116,0,87,4377,8998,0,0,0,0,14532,139.57652,35.98625
2008,1005,桶川,2555,2668,464,0,879,206,81,336,6974,13070,0,0,0,88,27321,2300,2186,303,0,854,393,81,336,6567,14469,0,0,0,0,27489,139.56328,35.99929
2008,1007,鴻巣,846,2751,285,0,1162,322,0,188,5943,7378,0,0,0,65,18940,1190,1884,131,0,1201,317,0,284,5571,8105,0,0,0,0,18683,139.51077,36.05763
2008,1006,北本,1806,2184,246,0,702,41,81,144,5812,8563,0,0,0,142,19721,1933,2583,246,0,663,94,81,144,5698,8943,0,0,0,0,20385,139.53261,36.03377
2008,1008,北鴻巣,369,1303,300,0,285,0,0,71,2530,3656,0,0,0,0,8514,416,1337,300,0,384,71,59,71,2558,3487,0,0,0,0,8683,139.47607,36.0864
2008,1010,行田,0,1815,465,71,0,0,0,110,2736,2839,0,0,0,0,8036,0,1446,465,0,0,22,0,110,2660,3375,0,0,0,0,8078,139.43322,36.11275
2008,0622,山手,739,92,0,0,0,179,0,112,303,17064,0,0,0,29,18518,590,129,0,0,0,445,0,112,374,16959,0,0,0,0,18609,139.64685,35.42591
2008,0621,石川町,1007,254,34,0,0,257,0,95,575,27224,0,0,142,68,29656,1411,0,0,0,0,76,0,95,504,26232,0,0,0,34,28352,139.64263,35.43952
2008,0626,洋光台,2669,594,196,0,79,0,90,402,614,15982,0,0,0,0,20626,2712,406,31,0,79,469,90,332,594,15947,0,0,0,0,20660,139.59747,35.37897
2008,0624,磯子,4078,268,32,0,70,30,35,397,624,14858,0,0,0,0,20392,4075,259,0,0,112,224,35,290,592,14245,0,0,0,0,19832,139.61909,35.40149
2008,0628,本郷台,1171,781,33,0,0,0,175,497,2221,15897,0,0,0,0,20775,1252,725,33,0,0,137,175,458,2110,15510,0,0,0,0,20400,139.5512,35.36811
2008,0627,港南台,6524,2129,0,0,20,0,240,780,1804,25161,0,0,0,48,36706,6411,1192,58,0,67,404,210,577,1595,26740,0,0,0,83,37337,139.5771,35.37534
2008,0316,目白,4006,0,0,0,232,238,0,0,1168,36471,0,0,0,0,42115,3916,0,0,0,232,314,0,0,1207,36111,0,0,0,0,41780,139.7066,35.72145
2008,0314,新大久保,152,0,0,0,58,256,0,52,181,24101,0,0,0,0,24800,267,25,0,0,0,85,0,52,229,24383,0,0,0,0,25041,139.70032,35.70175
2008,0311,原宿,188,213,0,0,0,0,0,0,356,35557,0,0,0,0,36314,44,0,43,0,0,264,0,0,346,37105,0,0,0,0,37802,139.70251,35.67042
2008,2401,十二橋,0,109,0,0,0,0,0,0,0,0,0,0,0,0,109,0,109,0,0,0,0,0,0,0,118,0,0,0,0,227,140.5458,35.91648
2008,2404,鹿島神宮,310,0,121,0,0,0,0,0,0,405,0,0,0,0,836,252,0,121,0,0,0,0,0,0,414,0,0,0,0,787,140.62467,35.97048
2008,2402,潮来,78,80,0,0,0,0,0,161,165,595,0,0,0,0,1079,78,160,0,0,0,0,0,161,165,515,0,0,0,0,1079,140.5494,35.93647
2008,2403,延方,0,96,0,0,0,0,0,0,0,26,0,0,0,0,122,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,140.5883,35.95825
2008,0202,本庄早稲田,0,1273,73,0,0,175,0,0,77,317,0,0,0,0,1915,0,940,0,0,0,159,0,0,77,317,0,0,0,0,1493,139.1779,36.21958
2008,1226,石岡,687,1882,92,0,47,174,0,0,1056,1315,0,0,0,0,5253,434,1948,0,156,47,266,0,0,938,1808,0,0,0,92,5689,140.27898,36.19266
2008,1227,羽鳥,0,753,0,0,0,0,71,183,269,585,0,0,0,0,1861,0,651,0,0,0,0,71,183,269,687,0,0,0,0,1861,140.28651,36.24855
2008,1212,南柏,4632,1382,92,0,127,46,0,166,5749,13468,0,0,0,78,25740,4602,587,39,0,168,226,0,131,5386,14002,0,0,0,78,25219,139.95519,35.84517
2008,1218,藤代,450,1798,185,103,0,0,0,311,1798,2340,0,0,0,0,6985,345,1793,185,103,0,0,0,311,1808,2301,0,0,0,0,6846,140.12004,35.92097
2008,1214,北柏,3269,1708,54,0,162,0,0,396,3752,8187,0,0,0,0,17528,3202,1044,0,0,166,228,0,440,3764,8356,0,0,0,0,17200,139.98868,35.87562
2008,1224,神立,0,879,387,0,265,234,0,0,1006,2117,0,0,0,0,4888,35,801,265,0,318,234,0,0,811,2337,0,0,0,0,4801,140.24762,36.11962
2008,1211,北小金,3845,571,116,0,0,0,0,222,3214,13840,0,0,0,0,21808,3694,314,47,0,0,128,0,222,3370,14214,0,0,0,0,21989,139.93183,35.83368
2008,1216,天王台,4596,2448,233,0,418,0,35,173,2482,12049,0,0,52,48,22534,4946,1985,189,0,237,111,35,208,2462,11643,0,0,0,0,21816,140.04213,35.87248
2008,1221,ひたち野うしく,494,1886,372,0,858,40,92,0,645,1751,0,0,0,0,6138,465,1186,372,0,928,0,0,0,645,1704,0,0,0,0,5300,140.1578,36.00617
2008,1223,土浦,3106,2553,142,0,366,167,92,328,1863,6628,0,0,106,129,15480,3241,1864,370,0,393,427,92,269,1526,7464,0,0,0,0,15646,140.20693,36.07994
2008,1222,荒川沖,694,5062,473,0,997,149,0,0,2203,2467,0,0,0,175,12220,427,4965,473,0,941,459,26,0,2112,3026,0,0,0,175,12604,140.1668,36.03168
2008,1220,牛久,2139,2588,399,0,53,0,0,212,3720,7023,0,0,0,0,16134,2026,2667,150,0,138,264,0,212,3547,7374,0,0,0,0,16378,140.14088,35.97366
2008,1208,北松戸,1255,312,75,0,45,27,0,40,1210,14462,0,0,0,0,17426,1220,484,40,0,0,230,0,40,1139,13888,0,0,0,0,17041,139.911,35.7997
2008,1201,三河島,0,0,0,0,0,0,0,0,470,8455,0,0,0,0,8925,0,0,0,0,0,0,0,0,466,8280,0,0,0,0,8746,139.77598,35.73354
2008,1205,亀有,3365,278,0,0,0,206,74,71,4988,25326,0,0,0,0,34308,3915,0,0,0,137,294,74,71,4734,24959,0,0,0,0,34184,139.8486,35.76697
2008,1206,金町,6407,597,0,75,70,29,0,0,10885,21322,0,0,0,83,39468,5948,251,0,0,70,74,0,0,10264,23165,0,0,0,83,39855,139.87152,35.76961
2008,2310,小見川,0,318,115,0,0,0,0,0,317,707,0,0,0,0,1457,0,318,115,0,0,46,0,0,420,592,0,0,0,0,1491,140.60544,35.84969
2008,2305,下総神崎,0,437,192,0,0,102,0,0,191,412,0,0,0,0,1334,0,437,192,70,0,102,0,0,121,364,0,0,0,0,1286,140.40971,35.89458
2008,2304,滑河,72,317,0,0,41,0,0,0,103,479,0,0,0,0,1012,104,266,0,0,0,113,0,0,0,381,0,0,0,0,864,140.34728,35.87646
2008,2301,酒々井,0,1123,136,0,85,0,0,0,606,2421,0,0,0,0,4371,0,1322,136,0,43,0,0,0,606,2217,0,0,0,0,4324,140.27495,35.73119
2008,2315,下総松崎,0,111,156,0,0,0,73,0,0,278,0,0,0,0,618,0,111,156,0,0,0,73,0,0,197,0,0,0,0,537,140.27849,35.80717
2008,2303,久住,111,0,0,0,0,0,0,102,149,531,0,0,0,0,893,111,0,0,0,0,0,0,102,111,271,0,0,0,0,595,140.33967,35.83249
2008,2316,安食,0,1081,80,0,0,0,0,0,988,1644,0,0,0,0,3793,74,789,80,0,0,0,0,0,950,2156,0,0,0,0,4049,140.24343,35.83526
2008,2307,佐原,0,681,0,0,0,0,0,0,502,1799,0,0,0,0,2982,0,657,0,0,0,0,0,0,444,1601,0,0,0,0,2702,140.49261,35.89573
2008,2319,布佐,328,192,0,0,23,0,0,0,1033,1566,0,0,0,0,3142,427,192,0,0,23,0,0,0,1002,1599,0,0,0,0,3243,140.13339,35.84839
2008,2311,笹川,0,189,0,0,0,0,0,0,0,115,0,0,0,0,304,0,189,0,0,0,0,0,0,0,115,0,0,0,0,304,140.65527,35.83993
2008,2322,東我孫子,24,86,0,0,0,0,0,0,60,882,0,0,0,0,1052,0,63,0,0,0,0,0,0,95,1040,0,0,0,0,1198,140.04873,35.86907
2008,2313,下総豊里,0,234,0,0,0,0,0,0,0,85,0,0,0,0,319,0,117,0,0,0,0,0,0,0,117,0,0,0,0,234,140.72145,35.79245
2008,2309,水郷,0,0,0,0,0,0,0,0,0,320,0,0,0,103,423,0,0,0,0,0,0,0,0,0,511,0,0,0,0,511,140.57076,35.88491
2008,2306,大戸,0,0,0,0,0,0,0,0,187,328,0,0,0,0,515,0,0,0,0,0,0,0,0,187,324,0,0,0,0,511,140.45673,35.88944
2008,2312,下総橘,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,143,140.70236,35.81822
2008,2302,成田,3244,2686,153,0,301,130,111,327,1902,7638,75,0,0,28,16595,2915,1839,74,0,360,272,111,327,1813,7967,277,0,0,0,15955,140.31278,35.77553
2008,2318,木下,0,423,48,0,187,0,0,0,1022,1195,0,0,0,0,2875,0,405,48,0,187,0,0,0,941,1215,0,0,0,0,2796,140.1493,35.83898
2008,2314,椎柴,0,98,0,0,0,0,0,0,166,688,0,0,0,0,952,333,98,0,0,0,0,0,0,166,731,0,0,0,0,1328,140.75978,35.76481
2008,2022,鳩ノ巣,0,0,0,0,0,0,0,0,0,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,139.12931,35.81528
2008,2001,西立川,30,0,0,0,0,0,0,0,511,5707,0,0,0,0,6248,30,0,0,0,0,0,0,0,445,6086,0,0,0,0,6561,139.3944,35.70324
2008,2009,小作,2114,1186,188,0,469,100,41,81,3824,10048,0,0,0,78,18129,2379,1021,159,0,530,213,41,81,3647,10309,0,0,0,37,18417,139.30263,35.77577
2008,2017,軍畑,0,0,0,0,0,0,0,0,0,607,0,0,0,0,607,0,0,0,0,0,0,0,0,0,631,0,0,0,0,631,139.20798,35.80778
2008,2023,白丸,0,0,0,0,0,0,0,0,0,230,0,0,0,0,230,0,37,0,0,0,0,0,0,0,152,0,0,0,0,189,139.11458,35.81147
2008,2024,奥多摩,196,83,0,0,0,0,0,0,44,662,0,0,0,0,985,114,83,0,0,0,47,0,0,44,613,0,0,0,0,901,139.09674,35.80968
2008,2018,沢井,0,0,0,0,0,0,0,0,0,412,0,0,0,0,412,0,0,0,0,26,0,0,0,0,445,0,0,0,0,471,139.19389,35.80583
2008,2020,川井,0,0,29,0,0,0,0,0,0,97,0,0,0,0,126,0,0,29,0,0,0,0,0,0,133,0,0,0,0,162,139.16468,35.81374
2008,2011,東青梅,224,387,41,58,230,0,0,236,894,5853,0,0,0,0,7923,107,430,28,58,199,122,0,236,918,5868,0,0,0,0,7966,139.27344,35.78951
2008,2012,青梅,983,737,270,0,79,93,0,70,272,4763,0,0,0,0,7267,1058,461,204,0,97,93,0,70,315,4800,0,0,0,0,7098,139.25884,35.7905
2008,2010,河辺,910,478,154,0,174,43,0,190,1503,8347,0,0,0,0,11799,1097,310,191,0,263,0,0,190,1471,8392,0,0,0,41,11955,139.28494,35.78439
2008,2019,御嶽,0,61,0,0,0,0,0,0,0,284,0,0,0,0,345,28,0,0,0,0,0,0,0,0,286,0,0,28,0,342,139.18328,35.80145
2008,2014,日向和田,36,0,0,0,0,0,0,29,218,472,0,0,0,0,755,36,0,0,0,0,0,0,29,218,457,0,0,0,0,740,139.22975,35.78833
2008,2006,牛浜,0,381,66,0,0,0,0,43,348,4070,0,0,0,0,4908,0,134,66,0,0,46,0,0,246,4065,0,0,0,0,4557,139.33329,35.73502
2008,2003,中神,0,153,0,0,120,0,0,0,2662,10210,0,0,0,0,13145,0,131,0,0,148,0,0,0,2671,10268,0,0,0,0,13218,139.37679,35.70867
2008,2007,福生,1983,323,61,0,278,27,66,184,1906,9562,0,0,42,73,14505,1818,303,103,0,306,67,66,114,1916,9970,0,0,0,0,14663,139.32699,35.7435
2008,2002,東中神,77,43,0,0,43,0,0,41,1022,6069,0,0,0,0,7295,110,43,0,0,0,26,0,0,932,6211,0,0,0,0,7322,139.3851,35.70612
2008,2016,二俣尾,0,0,0,0,55,0,0,0,82,215,0,0,0,0,352,0,0,0,0,0,0,0,0,82,252,0,0,0,0,334,139.21645,35.80369
2008,2004,昭島,2172,1015,47,0,331,35,49,0,5237,12991,0,0,0,0,21877,2150,538,0,0,437,341,0,0,4800,13513,0,0,0,0,21779,139.36035,35.7136
2008,2013,宮ノ平,0,0,0,0,0,0,0,0,48,786,0,0,0,0,834,0,0,0,0,0,0,0,0,48,688,0,0,0,0,736,139.23776,35.78782
2008,2015,石神前,0,0,0,0,0,0,0,0,0,155,0,0,0,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,155,139.22537,35.79652
2008,2008,羽村,665,764,69,0,672,0,42,45,4161,7433,0,0,0,0,13851,858,491,118,0,725,132,80,45,3871,7760,0,0,0,0,14080,139.31672,35.75734
2008,0401,板橋,440,108,0,0,48,0,0,49,1484,20446,0,0,0,70,22645,290,48,0,0,48,36,0,49,1370,20467,0,0,0,0,22308,139.71865,35.74418
2008,0502,指扇,923,1218,34,0,800,0,41,339,3234,8171,0,0,0,0,14760,1100,919,114,0,747,259,41,339,2991,7958,0,0,0,0,14468,139.56559,35.91719
2008,0503,南古谷,162,601,0,39,724,49,0,0,1854,4832,0,0,0,194,8455,162,589,0,0,798,0,0,0,1913,5224,0,0,0,0,8686,139.52007,35.90327
2008,0507,笠幡,83,215,0,0,120,0,0,65,497,2459,0,0,0,66,3505,83,215,0,0,120,37,0,65,497,2758,0,0,0,0,3775,139.40566,35.90739
2008,0505,西川越,0,0,0,0,0,0,0,0,0,714,0,0,0,0,714,0,0,0,0,0,0,0,0,0,688,0,0,0,0,688,139.45925,35.91921
2008,0508,武蔵高萩,0,489,0,88,436,0,0,0,1238,999,0,0,0,0,3250,79,303,136,88,436,76,0,0,1238,1135,0,0,0,0,3491,139.37028,35.90158
2008,0506,的場,34,157,0,0,0,0,0,0,557,2595,0,0,0,74,3417,0,254,0,0,0,34,0,0,557,2696,0,0,0,0,3541,139.43479,35.91732
2008,1815,上溝,238,179,48,0,160,0,26,0,766,3963,0,0,0,0,5380,341,239,48,0,160,27,26,0,863,3900,0,0,0,0,5604,139.36332,35.55737
2008,1816,南橋本,76,0,119,0,40,0,0,42,540,5719,0,0,0,0,6536,33,0,36,0,0,0,0,42,451,5997,0,0,0,0,6559,139.35238,35.57982
2008,1813,原当麻,140,153,92,0,0,67,0,274,530,3142,0,0,0,0,4398,184,116,0,0,0,67,0,274,624,3055,0,0,0,0,4320,139.37509,35.52925
2008,1812,下溝,89,32,0,0,0,0,0,0,87,1099,0,0,0,0,1307,89,32,46,0,0,0,0,0,87,985,0,0,0,0,1239,139.38031,35.51876
2008,1811,相武台下,286,109,0,0,0,0,0,0,193,638,0,0,0,0,1226,242,42,0,0,0,0,0,0,238,647,0,0,0,0,1169,139.38622,35.49329
2008,1802,香川,0,210,0,0,0,0,0,0,1263,3885,0,0,0,0,5358,102,94,0,0,0,0,0,0,1102,4021,0,0,0,0,5319,139.39991,35.35621
2008,1806,門沢橋,0,0,0,0,61,0,0,0,499,1293,0,0,0,0,1853,0,0,0,0,61,0,0,0,359,1146,0,0,0,0,1566,139.38022,35.40643
2008,1807,社家,100,0,0,0,0,0,0,0,996,1281,0,0,0,0,2377,100,0,0,0,0,0,0,0,895,1214,0,0,0,0,2209,139.37716,35.42074
2008,1805,倉見,0,0,0,0,0,108,0,131,35,723,0,0,0,0,997,0,0,0,0,0,108,0,131,35,748,0,0,0,0,1022,139.37823,35.39466
2008,1801,北茅ヶ崎,0,0,0,0,0,0,0,108,324,2202,0,0,0,0,2634,0,0,0,0,0,0,0,108,240,2324,0,0,0,0,2672,139.40773,35.3392
2008,1804,宮山,37,0,0,0,0,0,0,77,427,2147,0,0,0,0,2688,0,102,0,0,0,0,0,77,668,1925,0,0,0,0,2772,139.3797,35.38189
2008,1803,寒川,100,194,0,0,122,0,0,0,2300,3301,0,0,0,0,6017,61,232,0,0,122,0,0,0,2164,3249,0,0,0,0,5828,139.38773,35.3674
2008,1318,稲毛,18500,1998,219,0,530,522,49,937,4573,22731,0,0,45,99,50203,18573,973,258,0,272,829,49,915,4110,23775,0,0,0,0,49754,140.09345,35.63606
2008,1319,西千葉,2209,292,0,0,58,0,0,137,1635,17410,0,0,0,0,21741,1773,239,0,0,58,0,0,137,1727,18050,0,0,0,0,21984,140.10398,35.6219
2008,1326,物井,205,1127,511,0,83,0,0,0,371,2067,0,0,0,0,4364,57,743,412,0,0,0,0,0,371,2533,0,0,0,0,4116,140.20076,35.68626
2008,1339,飯岡,184,184,0,0,0,0,0,0,0,240,0,0,0,0,608,0,368,0,0,0,0,0,0,0,240,0,0,0,0,608,140.6846,35.72969
2008,1334,横芝,0,461,98,0,0,34,0,0,510,503,0,0,0,0,1606,0,559,0,0,0,34,0,0,384,489,0,0,0,0,1466,140.49187,35.66233
2008,1317,新検見川,8599,1214,230,0,51,30,0,762,2646,9843,0,0,0,0,23375,7287,780,196,0,51,412,0,762,2594,10619,0,0,0,0,22701,140.07449,35.65167
2008,1336,八日市場,124,345,0,0,0,0,0,0,0,1004,0,0,0,0,1473,184,345,0,0,0,0,0,0,124,863,0,0,0,0,1516,140.55323,35.69974
2008,1314,津田沼,16708,2483,219,38,1314,144,24,1232,7871,42737,0,0,105,0,72875,15761,1092,194,38,1420,821,0,1081,6888,45526,0,49,0,23,72893,140.01922,35.69222
2008,1331,日向,0,380,505,0,0,0,0,82,304,936,0,0,0,0,2207,0,378,505,0,0,0,82,0,392,770,0,0,0,0,2127,140.36312,35.62797
2008,1335,飯倉,0,184,0,0,0,0,0,0,75,121,0,0,0,0,380,0,0,0,0,0,0,0,0,149,255,0,0,0,0,404,140.52241,35.68561
2008,1315,幕張本郷,7338,696,71,0,215,169,0,112,2778,12470,0,0,80,0,23929,6878,281,114,0,192,119,0,112,2783,12895,0,0,0,45,23419,140.04316,35.67199
2008,1341,猿田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.73832,35.74748
2008,1323,東千葉,0,118,0,0,0,0,0,40,123,1756,0,0,49,0,2086,0,118,0,0,0,0,0,40,123,2359,0,0,0,0,2640,140.1233,35.6177
2008,1325,四街道,2846,2683,425,0,90,0,52,179,5447,10286,0,0,0,0,22008,3138,1500,117,0,124,182,52,166,5212,10713,0,0,0,0,21204,140.16599,35.66323
2008,1328,南酒々井,0,0,0,0,0,0,0,0,0,295,0,0,0,0,295,0,0,0,0,0,0,0,0,0,321,0,0,0,0,321,140.26689,35.70454
2008,1310,下総中山,104,117,81,33,0,0,0,93,3877,17549,0,0,0,96,21950,25,73,44,33,72,115,0,63,3478,18387,0,0,0,0,22290,139.94395,35.71391
2008,1316,幕張,941,347,45,59,0,0,0,0,1307,12542,0,0,33,0,15274,832,186,71,0,46,24,0,0,1340,12871,0,0,33,0,15403,140.05849,35.65896
2008,1330,八街,144,1351,283,0,0,37,0,101,2281,2469,0,0,0,0,6666,144,1115,343,0,0,103,0,101,2215,2876,0,0,0,0,6897,140.31834,35.66272
2008,1337,干潟,0,234,80,0,0,0,0,0,39,397,0,0,0,0,750,0,418,0,0,0,0,0,0,39,184,0,0,0,0,641,140.60239,35.71813
2008,1340,倉橋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.71458,35.73807
2008,1313,東船橋,785,557,104,0,146,0,30,178,2325,15031,0,0,0,0,19156,763,450,62,0,146,73,0,178,2081,15118,0,0,0,0,18871,140.00277,35.69996
2008,1306,新小岩,9244,1002,52,28,136,100,0,0,10858,37648,0,0,0,35,59103,8878,531,0,0,84,449,0,44,10087,38728,0,0,59,0,58860,139.85625,35.71587
2008,1308,市川,8738,782,85,0,154,321,155,556,8812,32320,0,0,86,0,52009,8617,302,57,0,309,522,110,515,8379,33298,0,0,37,0,52146,139.90948,35.72835
2008,1307,小岩,6738,902,0,0,41,126,175,45,9865,34864,0,0,0,0,52756,5971,353,63,0,64,288,86,103,9474,36329,0,0,0,0,52731,139.88259,35.73384
2008,1322,馬喰町,37,0,0,0,0,0,0,0,0,13006,0,0,0,0,13043,189,0,0,0,0,0,47,0,0,13206,0,0,39,44,13525,139.78158,35.69271
2008,1321,新日本橋,0,0,0,0,0,0,0,0,36,19690,0,0,0,93,19819,46,0,0,0,0,35,0,0,36,19639,0,0,0,0,19756,139.7733,35.68873
2008,0914,西荻窪,3263,604,0,0,0,0,91,0,3020,34915,0,0,0,57,41950,3397,239,0,0,0,590,91,0,2575,34745,0,0,0,114,41751,139.59833,35.70373
2008,0912,阿佐ヶ谷,3657,97,0,0,0,138,0,0,4319,30439,0,0,44,0,38694,2910,104,0,0,0,554,0,0,3786,32480,0,0,0,0,39834,139.63722,35.70491
2008,0911,高円寺,1645,83,0,0,0,55,0,65,2289,33289,0,0,0,0,37426,1521,0,0,0,0,390,0,0,2216,33473,0,0,0,0,37600,139.65078,35.70536
2008,0906,信濃町,27,0,0,40,28,197,0,0,233,21738,0,0,0,0,22263,180,0,0,0,28,127,89,0,193,22279,0,0,0,0,22896,139.72241,35.67987
2008,0907,千駄ヶ谷,227,0,0,0,0,123,0,0,120,18383,0,0,0,118,18971,276,0,0,0,0,169,0,0,120,19077,0,0,0,0,19642,139.71279,35.68101
2008,0918,東小金井,550,234,177,37,45,43,0,26,6395,20183,0,0,0,63,27753,582,217,89,0,45,140,0,64,6022,21199,0,0,0,0,28358,139.52247,35.70152
2008,0919,武蔵小金井,13475,959,0,26,143,352,63,161,6531,26172,0,0,0,33,47915,11979,450,0,0,134,960,103,161,6116,27012,0,0,0,0,46915,139.50481,35.70097
2008,0930,藤野,272,566,433,42,166,0,85,0,0,1085,0,0,0,0,2649,229,415,492,0,256,0,85,54,0,1287,0,0,0,0,2818,139.15063,35.61607
2008,0927,西八王子,3484,1034,136,0,184,96,30,284,4657,18785,0,0,0,55,28745,3630,629,162,0,209,468,30,284,4525,19201,0,0,0,36,29174,139.31299,35.65681
2008,0922,国立,8818,1079,0,85,106,190,47,141,8505,33588,0,0,0,37,52596,7808,820,31,85,97,1322,47,88,7998,33444,0,0,0,0,51740,139.44773,35.69923
2008,0925,豊田,2892,1017,229,24,2452,306,43,281,5046,20527,0,0,44,0,32861,3158,890,81,0,2947,561,43,316,4813,19113,0,0,0,0,31922,139.38049,35.65882
2008,0929,相模湖,1586,804,159,0,199,0,46,244,0,940,0,0,43,0,4021,1736,658,164,0,145,32,46,244,0,739,0,0,43,0,3807,139.18743,35.61761
2008,0916,三鷹,24469,1760,198,0,731,388,30,319,14221,51115,0,0,92,26,93349,22979,682,88,0,601,1177,30,319,13620,50785,0,0,61,126,90468,139.55959,35.70268
2008,1602,鶴見小野,0,0,0,0,0,0,0,0,0,4171,0,0,0,0,4171,0,0,0,0,0,0,0,0,0,4272,0,0,0,0,4272,139.68097,35.49733
2008,1605,安善,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,1404,0,0,0,0,0,0,0,0,0,1589,0,0,0,0,1589,139.70088,35.4997
2008,1603,弁天橋,0,0,0,0,0,0,0,0,93,5218,0,0,0,0,5311,0,0,0,0,0,0,0,0,93,5112,0,0,0,0,5205,139.69003,35.49592
